Sr_no,movieid,userid,rating,title,genres,tag,sentiment
4586,67197,413,3.5,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,catastrophe,good
4587,67197,413,3.5,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,apocalyptic,good
4588,68157,413,5,Inglourious Basterds (2009),Action|Drama|War,violence,excellent
4589,68157,413,5,Inglourious Basterds (2009),Action|Drama|War,don't know what to expect,excellent
4590,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,revenge,one time watch
4591,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,repetitive,one time watch
4592,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,one-dimensional characters,one time watch
4593,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,Liev Shreiber,one time watch
4594,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,joyless,one time watch
4595,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,cgi,one time watch
4596,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,boring,one time watch
4597,68319,413,2,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,bad plot,one time watch
4598,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,surreal,poor
4599,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,suburbia,poor
4600,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,long,poor
4601,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,incomprehensible,poor
4602,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,franchise,poor
4603,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,dull characters,poor
4604,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,crappy sequel,poor
4605,68519,413,1.5,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller,charmless,poor
4606,68843,413,0.5,Lesbian Vampire Killers (2009),Action|Comedy|Horror,unlikeable characters,worst
4607,68843,413,0.5,Lesbian Vampire Killers (2009),Action|Comedy|Horror,silly,worst
4608,68843,413,0.5,Lesbian Vampire Killers (2009),Action|Comedy|Horror,no nudity,worst
4609,68843,413,0.5,Lesbian Vampire Killers (2009),Action|Comedy|Horror,comedy,worst
4610,68843,413,0.5,Lesbian Vampire Killers (2009),Action|Comedy|Horror,boring,worst
4611,68843,413,0.5,Lesbian Vampire Killers (2009),Action|Comedy|Horror,bad acting,worst
4612,68952,413,3.5,Drag Me to Hell (2009),Comedy|Horror,Alison Lohman,good
4613,69481,413,3,Hurt Locker, The (2008),unconventional addiction,good
4614,69481,413,3,Hurt Locker, The (2008),thriller,good
4615,69481,413,3,Hurt Locker, The (2008),tense,good
4616,69481,413,3,Hurt Locker, The (2008),performances,good
4617,69481,413,3,Hurt Locker, The (2008),military,good
4618,69481,413,3,Hurt Locker, The (2008),Kathryn Bigelow,good
4619,69481,413,3,Hurt Locker, The (2008),Jeremy Renner,good
4620,69481,413,3,Hurt Locker, The (2008),death,good
4621,69481,413,3,Hurt Locker, The (2008),colonialism,good
4622,69481,413,3,Hurt Locker, The (2008),bomb defusal,good
4623,69481,413,3,Hurt Locker, The (2008),Anthony Mackie,good
4624,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,ugly,poor
4625,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,ridiculus,poor
4626,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,racist,poor
4627,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,plot holes,poor
4628,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,Megan Fox,poor
4629,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,long,poor
4630,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,confusing,poor
4631,69526,413,1,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,bad plot,poor
4632,70286,413,5,District 9 (2009),Mystery|Sci-Fi|Thriller,unique,excellent
4633,70286,413,5,District 9 (2009),Mystery|Sci-Fi|Thriller,social commentary,excellent
4634,70286,413,5,District 9 (2009),Mystery|Sci-Fi|Thriller,satire,excellent
4635,70286,413,5,District 9 (2009),Mystery|Sci-Fi|Thriller,justice,excellent
4636,70286,413,5,District 9 (2009),Mystery|Sci-Fi|Thriller,interesting,excellent
4637,70286,413,5,District 9 (2009),Mystery|Sci-Fi|Thriller,directorial debut,excellent
4638,70728,413,4,Bronson (2009),Action|Comedy|Drama|Thriller,character drama,excellent
4639,70994,413,2.5,Halloween II (2009),Horror|Thriller,weak script,one time watch
4640,70994,413,2.5,Halloween II (2009),Horror|Thriller,visual,one time watch
4641,71057,413,3,9 (2009),Adventure|Animation|Sci-Fi,visually appealing,good
4642,71057,413,3,9 (2009),Adventure|Animation|Sci-Fi,visaully appealing,good
4643,71057,413,3,9 (2009),Adventure|Animation|Sci-Fi,creepy,good
4644,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,not scary,good
4645,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,Megan Fox,good
4646,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,lesbian subtext,good
4647,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,Kyle Gallner,good
4648,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,high school,good
4649,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,funny,good
4650,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,evil spirits,good
4651,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,evil rock band,good
4652,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,demons,good
4653,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,dark comedy,good
4654,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,cult film,good
4655,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,comedy,good
4656,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,bitchy,good
4657,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,Bechdel Test:Pass,good
4658,71205,413,3.5,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,awkward pacing,good
4659,71211,413,3,Informant!, The (2009),stylish,good
4660,71211,413,3,Informant!, The (2009),slow pace,good
4661,71211,413,3,Informant!, The (2009),idiosyncratic,good
4662,71211,413,3,Informant!, The (2009),character study,good
4663,71211,413,3,Informant!, The (2009),awkward,good
4664,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,witty,excellent
4665,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,visually appealing,excellent
4666,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,quirky,excellent
4667,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,heartwarming,excellent
4668,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,family film,excellent
4669,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,clever script,excellent
4670,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,clever characters,excellent
4671,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,beautiful,excellent
4672,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,animation,excellent
4673,71264,413,4.5,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,amazing visuals,excellent
4674,71379,413,1.5,Paranormal Activity (2009),Horror|Thriller,not scary,poor
4675,71379,413,1.5,Paranormal Activity (2009),Horror|Thriller,no payoff,poor
4676,71379,413,1.5,Paranormal Activity (2009),Horror|Thriller,ending,poor
4677,71379,413,1.5,Paranormal Activity (2009),Horror|Thriller,bad acting,poor
4678,71379,413,1.5,Paranormal Activity (2009),Horror|Thriller,atmospheric,poor
4679,71518,413,3,Whip It (2009),Comedy|Drama,Zoe Bell,good
4680,71518,413,3,Whip It (2009),Comedy|Drama,predictable,good
4681,71518,413,3,Whip It (2009),Comedy|Drama,Marcia Gay Harden,good
4682,71518,413,3,Whip It (2009),Comedy|Drama,landon pigg,good
4683,71518,413,3,Whip It (2009),Comedy|Drama,lame romance,good
4684,71518,413,3,Whip It (2009),Comedy|Drama,Ellen Page,good
4685,71518,413,3,Whip It (2009),Comedy|Drama,Drew Barrymore,good
4686,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,Ving Rhames,good
4687,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,stupid twist,good
4688,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,identity,good
4689,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,cool concept,good
4690,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,Bruce Willis,good
4691,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,androids,good
4692,71530,413,3,Surrogates (2009),Action|Sci-Fi|Thriller,alternate reality,good
4693,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,unrealistic,good
4694,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,stupid,good
4695,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,lame twist,good
4696,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,Jamie Foxx,good
4697,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,implauisble,good
4698,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,graphic,good
4699,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,Gerard Butler,good
4700,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,fun plot,good
4701,71838,413,3,Law Abiding Citizen (2009),Drama|Thriller,enjoyable,good
4702,72129,413,2.5,Saw VI (2009),Crime|Horror|Mystery|Thriller,sadistic,one time watch
4703,72129,413,2.5,Saw VI (2009),Crime|Horror|Mystery|Thriller,lost sight of original intention,one time watch
4704,72129,413,2.5,Saw VI (2009),Crime|Horror|Mystery|Thriller,lesser sequel,one time watch
4705,72171,413,4.5,Black Dynamite (2009),Action|Comedy,theme music,excellent
4706,72171,413,4.5,Black Dynamite (2009),Action|Comedy,Martial arts,excellent
4707,72171,413,4.5,Black Dynamite (2009),Action|Comedy,fun,excellent
4708,72171,413,4.5,Black Dynamite (2009),Action|Comedy,Clever,excellent
4709,72378,413,1.5,2012 (2009),Action|Drama|Sci-Fi|Thriller,Woody Harrelson,poor
4710,72378,413,1.5,2012 (2009),Action|Drama|Sci-Fi|Thriller,ugly,poor
4711,72378,413,1.5,2012 (2009),Action|Drama|Sci-Fi|Thriller,Chiwetel Ejiofor,poor
4712,72378,413,1.5,2012 (2009),Action|Drama|Sci-Fi|Thriller,bad science,poor
4713,72378,413,1.5,2012 (2009),Action|Drama|Sci-Fi|Thriller,bad acting,poor
4714,72703,413,3.5,Me and Orson Welles (2008),Drama,young kid,good
4715,72703,413,3.5,Me and Orson Welles (2008),Drama,theatre story,good
4716,72703,413,3.5,Me and Orson Welles (2008),Drama,Richard Linklater,good
4717,72703,413,3.5,Me and Orson Welles (2008),Drama,predictable,good
4718,72703,413,3.5,Me and Orson Welles (2008),Drama,coming of age,good
4719,72703,413,3.5,Me and Orson Welles (2008),Drama,Christian Mckay,good
4720,72703,413,3.5,Me and Orson Welles (2008),Drama,bittersweet,good
4721,72703,413,3.5,Me and Orson Welles (2008),Drama,a little corny at times,good
4722,72731,413,3,Lovely Bones, The (2009),tense,good
4723,72731,413,3,Lovely Bones, The (2009),Staley Tucci,good
4724,72731,413,3,Lovely Bones, The (2009),slow paced,good
4725,72731,413,3,Lovely Bones, The (2009),schmaltz,good
4726,72731,413,3,Lovely Bones, The (2009),pointless,good
4727,72731,413,3,Lovely Bones, The (2009),Mark Wahlberg,good
4728,72731,413,3,Lovely Bones, The (2009),magic,good
4729,72731,413,3,Lovely Bones, The (2009),family drama,good
4730,72731,413,3,Lovely Bones, The (2009),based on a book,good
4731,72998,413,4.5,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,viewer exploitation,excellent
4732,72998,413,4.5,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,romance,excellent
4733,72998,413,4.5,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,no depth,excellent
4734,72998,413,4.5,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,engaging,excellent
4735,72998,413,4.5,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,derivative plot,excellent
4736,72998,413,4.5,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,3D version,excellent
4737,73017,413,3,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,guy ritchie,good
4738,73168,413,4,Carriers (2009),Drama|Horror|Thriller,suspenseful,excellent
4739,73168,413,4,Carriers (2009),Drama|Horror|Thriller,survival,excellent
4740,73168,413,4,Carriers (2009),Drama|Horror|Thriller,shocking,excellent
4741,73168,413,4,Carriers (2009),Drama|Horror|Thriller,post-apocalyptic,excellent
4742,73168,413,4,Carriers (2009),Drama|Horror|Thriller,intense,excellent
4743,73168,413,4,Carriers (2009),Drama|Horror|Thriller,independent film,excellent
4744,73168,413,4,Carriers (2009),Drama|Horror|Thriller,dark,excellent
4745,73168,413,4,Carriers (2009),Drama|Horror|Thriller,cruelty,excellent
4746,73168,413,4,Carriers (2009),Drama|Horror|Thriller,brutality,excellent
4747,73168,413,4,Carriers (2009),Drama|Horror|Thriller,action,excellent
4748,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,Willem Dafoe,good
4749,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,vampires,good
4750,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,urban,good
4751,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,Sam Neill,good
4752,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,plague,good
4753,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,gunfights,good
4754,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,gore,good
4755,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,Ethan Hawke,good
4756,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,dystopia,good
4757,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,city,good
4758,73268,413,3.5,Daybreakers (2010),Action|Drama|Horror|Thriller,australian,good
4759,73321,413,1,Book of Eli, The (2010),ugly,poor
4760,73321,413,1,Book of Eli, The (2010),scenery,poor
4761,73321,413,1,Book of Eli, The (2010),religious,poor
4762,73321,413,1,Book of Eli, The (2010),inhumane,poor
4763,73321,413,1,Book of Eli, The (2010),Christianity,poor
4764,73321,413,1,Book of Eli, The (2010),bible,poor
4765,73929,413,1.5,Legion (2010),Action|Fantasy|Horror|Thriller,stupid,poor
4766,73929,413,1.5,Legion (2010),Action|Fantasy|Horror|Thriller,pacing,poor
4767,73929,413,1.5,Legion (2010),Action|Fantasy|Horror|Thriller,cliche,poor
4768,74416,413,4.5,Fish Tank (2009),Drama,realistic,excellent
4769,74416,413,4.5,Fish Tank (2009),Drama,powerful,excellent
4770,74416,413,4.5,Fish Tank (2009),Drama,loneliness,excellent
4771,74416,413,4.5,Fish Tank (2009),Drama,absorbing,excellent
4772,74458,413,3,Shutter Island (2010),Drama|Mystery|Thriller,stylized,good
4773,74458,413,3,Shutter Island (2010),Drama|Mystery|Thriller,predictable,good
4774,74458,413,3,Shutter Island (2010),Drama|Mystery|Thriller,cinematography,good
4775,74750,413,3.5,[REC]² (2009),Horror|Thriller,unsettling,good
4776,74750,413,3.5,[REC]² (2009),Horror|Thriller,twist ending,good
4777,74750,413,3.5,[REC]² (2009),Horror|Thriller,spanish,good
4778,74750,413,3.5,[REC]² (2009),Horror|Thriller,priest,good
4779,74750,413,3.5,[REC]² (2009),Horror|Thriller,gore,good
4780,74750,413,3.5,[REC]² (2009),Horror|Thriller,claustrophobic,good
4781,76251,413,4.5,Kick-Ass (2010),Action|Comedy,visuals,excellent
4782,76251,413,4.5,Kick-Ass (2010),Action|Comedy,stylized,excellent
4783,76251,413,4.5,Kick-Ass (2010),Action|Comedy,satire,excellent
4784,76251,413,4.5,Kick-Ass (2010),Action|Comedy,Matthew Vaughn,excellent
4785,76251,413,4.5,Kick-Ass (2010),Action|Comedy,humorous,excellent
4786,76251,413,4.5,Kick-Ass (2010),Action|Comedy,funny,excellent
4787,76251,413,4.5,Kick-Ass (2010),Action|Comedy,dark comedy,excellent
4788,76251,413,4.5,Kick-Ass (2010),Action|Comedy,crazy,excellent
4789,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,witty,excellent
4790,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,Tina Fey,excellent
4791,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,tense,excellent
4792,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,Steve Carrell,excellent
4793,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,silly,excellent
4794,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,sexy girls,excellent
4795,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,screwball comedy,excellent
4796,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,Mark Wahlberg,excellent
4797,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,group movie,excellent
4798,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,great screenplay,excellent
4799,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,great comedians,excellent
4800,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,funny moments,excellent
4801,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,funny,excellent
4802,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,cute,excellent
4803,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,comedy,excellent
4804,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,better than expected,excellent
4805,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,action,excellent
4806,76293,413,4.5,Date Night (2010),Action|Comedy|Romance,absurd,excellent
4807,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,visually appealing,excellent
4808,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,street art,excellent
4809,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,intense,excellent
4810,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,graffiti,excellent
4811,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,funny,excellent
4812,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,ending,excellent
4813,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,eccentric,excellent
4814,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,consumerism,excellent
4815,77455,413,4,Exit Through the Gift Shop (2010),Comedy|Documentary,art,excellent
4816,77561,413,2,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,wasted villain,one time watch
4817,77561,413,2,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,Sam Rockwell,one time watch
4818,77561,413,2,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,overpowered hero,one time watch
4819,77561,413,2,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,lame sequel,one time watch
4820,77561,413,2,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,lacks tension,one time watch
4821,77561,413,2,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,cash-in,one time watch
4822,77667,413,4,MacGruber (2010),Action|Comedy,writing,excellent
4823,77667,413,4,MacGruber (2010),Action|Comedy,weird humour,excellent
4824,77667,413,4,MacGruber (2010),Action|Comedy,stupid,excellent
4825,77667,413,4,MacGruber (2010),Action|Comedy,slapstick,excellent
4826,77667,413,4,MacGruber (2010),Action|Comedy,hilarious,excellent
4827,77667,413,4,MacGruber (2010),Action|Comedy,guy movie,excellent
4828,77667,413,4,MacGruber (2010),Action|Comedy,fun with friends,excellent
4829,77667,413,4,MacGruber (2010),Action|Comedy,comedy,excellent
4830,77798,413,3,Nightmare on Elm Street, A (2010),unimaginative,good
4831,77798,413,3,Nightmare on Elm Street, A (2010),plot holes,good
4832,77798,413,3,Nightmare on Elm Street, A (2010),lame ending,good
4833,77798,413,3,Nightmare on Elm Street, A (2010),Kyle Gallner,good
4834,77798,413,3,Nightmare on Elm Street, A (2010),Jackie Earle Haley,good
4835,77798,413,3,Nightmare on Elm Street, A (2010),cgi,good
4836,78039,413,3.5,Blue Valentine (2010),Drama|Romance,unlikeable characters,good
4837,78039,413,3.5,Blue Valentine (2010),Drama|Romance,slow moving plot,good
4838,78039,413,3.5,Blue Valentine (2010),Drama|Romance,ryan Gosling,good
4839,78039,413,3.5,Blue Valentine (2010),Drama|Romance,boring,good
4840,78088,413,3,Buried (2010),Mystery|Thriller,wasted potential,good
4841,78088,413,3,Buried (2010),Mystery|Thriller,predictable,good
4842,78088,413,3,Buried (2010),Mystery|Thriller,boring,good
4843,78209,413,3.5,Get Him to the Greek (2010),Comedy,weak scenes,good
4844,78209,413,3.5,Get Him to the Greek (2010),Comedy,Rose Byrne,good
4845,78209,413,3.5,Get Him to the Greek (2010),Comedy,plot holes,good
4846,78209,413,3.5,Get Him to the Greek (2010),Comedy,music business,good
4847,78209,413,3.5,Get Him to the Greek (2010),Comedy,lame third act,good
4848,78209,413,3.5,Get Him to the Greek (2010),Comedy,Jonah Hill,good
4849,78209,413,3.5,Get Him to the Greek (2010),Comedy,great lines,good
4850,78209,413,3.5,Get Him to the Greek (2010),Comedy,diddy,good
4851,78209,413,3.5,Get Him to the Greek (2010),Comedy,comedy,good
4852,78218,413,4,Unthinkable (2010),Drama|Thriller,violent,excellent
4853,78218,413,4,Unthinkable (2010),Drama|Thriller,tense,excellent
4854,78218,413,4,Unthinkable (2010),Drama|Thriller,surprising,excellent
4855,78218,413,4,Unthinkable (2010),Drama|Thriller,scary,excellent
4856,78218,413,4,Unthinkable (2010),Drama|Thriller,relevant,excellent
4857,78218,413,4,Unthinkable (2010),Drama|Thriller,good performances,excellent
4858,78218,413,4,Unthinkable (2010),Drama|Thriller,don't watch extended version,excellent
4859,78218,413,4,Unthinkable (2010),Drama|Thriller,acting,excellent
4860,78266,413,3.5,Splice (2009),Horror|Sci-Fi|Thriller,weak ending,good
4861,78266,413,3.5,Splice (2009),Horror|Sci-Fi|Thriller,unjustified twists,good
4862,78266,413,3.5,Splice (2009),Horror|Sci-Fi|Thriller,Sarah Polley,good
4863,78266,413,3.5,Splice (2009),Horror|Sci-Fi|Thriller,monster,good
4864,78266,413,3.5,Splice (2009),Horror|Sci-Fi|Thriller,genetics,good
4865,78266,413,3.5,Splice (2009),Horror|Sci-Fi|Thriller,Adrien Brody,good
4866,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,visually appealing,excellent
4867,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,quirky,excellent
4868,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,mad scientist,excellent
4869,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,hilarious,excellent
4870,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,heartwarming,excellent
4871,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,good script,excellent
4872,79091,413,4,Despicable Me (2010),Animation|Children|Comedy|Crime,cute girls,excellent
4873,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,visually appealing,excellent
4874,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,suspense,excellent
4875,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,sci-fi,excellent
4876,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,memory,excellent
4877,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,layered,excellent
4878,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,ensemble cast,excellent
4879,79132,413,4,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,cinematography,excellent
4880,79592,413,3.5,Other Guys, The (2010),Will Ferrel,good
4881,79592,413,3.5,Other Guys, The (2010),weak plot,good
4882,79592,413,3.5,Other Guys, The (2010),spoof,good
4883,79592,413,3.5,Other Guys, The (2010),Samuel L Jackson,good
4884,79592,413,3.5,Other Guys, The (2010),parody,good
4885,79592,413,3.5,Other Guys, The (2010),Mark Wahlberg,good
4886,79592,413,3.5,Other Guys, The (2010),lighthearted,good
4887,79592,413,3.5,Other Guys, The (2010),good screenplay,good
4888,79592,413,3.5,Other Guys, The (2010),funny,good
4889,79592,413,3.5,Other Guys, The (2010),Eva Mendes,good
4890,79702,413,4,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,whimsical,excellent
4891,79702,413,4,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,stylized,excellent
4892,79702,413,4,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,Edgar Wright,excellent
4893,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,well edited,excellent
4894,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,visually appealing,excellent
4895,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,violence,excellent
4896,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,tense,excellent
4897,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,teenage,excellent
4898,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,taut,excellent
4899,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,police drama,excellent
4900,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,Melbourne,excellent
4901,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,linear,excellent
4902,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,great performances,excellent
4903,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,good pacing,excellent
4904,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,engaging,excellent
4905,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,disturbing,excellent
4906,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,cinematography,excellent
4907,79720,413,4.5,Animal Kingdom (2010),Crime|Drama,australian,excellent
4908,79879,413,3,Piranha (Piranha 3D) (2010),Action|Horror|Thriller,tits,good
